stars,review_text,date_string
2,Stopped in on a whim and not great. Waited over 45 minutes for our food with no explanation or apology. When it arrived it was barely warm. The staff seemed completely disinterested. The decor is nice but that's about it.,2025-05-04 14:06:55
2,Not what I hoped for. The waiter was rude and dismissive when I raised an issue with my food. The meal itself was bland and overcooked. The place looked cleaner in photos. Would have given 5 stars but the wait was long.,2024-12-26 22:51:45
2,Disappointing visit. The food was stale and the portion sizes were tiny for the price. The atmosphere is okay but the service was terrible. Felt ignored for most of the evening. The cocktail menu is fantastic.,2025-02-07 14:28:48
5,Visited on a long weekend and amazing place. The bartender made us the best cocktails and was super knowledgeable. Atmosphere was buzzing but not too loud. Food was delicious and came out quickly. Quieter on weekdays which I prefer.,2025-01-05 11:32:18
2,Tried it after seeing it online and disappointing visit. The food was stale and the portion sizes were tiny for the price. The atmosphere is okay but the service was terrible. Felt ignored for most of the evening.,2025-03-03 18:08:59
4,"Took my partner here and nice place with a great atmosphere. The decor is modern and the lighting is lovely. Food was delicious, especially the risotto. Slightly pricey but not unreasonable for the quality. Desserts were incredible.",2025-02-13 20:52:39
5,Came back for the third time and came for brunch and stayed way longer than planned because we were having such a good time. Staff were warm and attentive. The eggs benedict were incredible. Beautiful interior design. Gets very crowded on weekends.,2025-04-23 20:38:55
3,So-so experience. Some positives - the food tasted fresh and the location is great. But the wait time was too long and the staff seemed disorganized. It has potential.,2025-02-21 13:24:21
5,"Walked past and decided to try it, best pizza in the city, no contest. Authentic recipe, perfect crust, fresh ingredients. Service was fast even on a busy Friday night. The place has a great vibe and the music was perfect. The parking situation is a nightmare though.",2025-04-20 15:44:18
1,Came with friends and shocking. We were seated then completely ignored for 30 minutes. The food was stale and badly presented. The restaurant was dirty and the staff were disinterested. Complete waste of money.,2025-04-20 12:50:40
4,"Nice place with a great atmosphere. The decor is modern and the lighting is lovely. Food was delicious, especially the risotto. Slightly pricey but not unreasonable for the quality. Quieter on weekdays which I prefer.",2025-05-10 22:55:45
5,"Took my partner here and our waiter was brilliant, gave us great recommendations and wasn't pushy at all. The food matched every suggestion. Fresh, flavorful, well-presented. Great value. Lovely ambience.",2025-01-28 20:25:00
5,Had lunch here and booked a table for 8 and they handled it so well. Staff was organized and efficient. The variety on the menu is impressive. Food was tasty and authentic. The decor is gorgeous. The bread basket alone was worth the visit.,2024-12-22 10:33:19
2,Disappointing visit. The food was stale and the portion sizes were tiny for the price. The atmosphere is okay but the service was terrible. Felt ignored for most of the evening. Great spot for a date night.,2025-03-11 22:51:28
5,"Made a reservation and fantastic experience all around. The reservation process was easy, they remembered my dietary requirements. Food was spectacular. Clean, well-designed space. Worth every penny.",2025-05-09 16:29:35
3,"Mixed feelings. Some dishes were really good, others were just mediocre. Service was inconsistent. Nice atmosphere. I think on a better night it could be excellent but this visit was just okay. Booked online which was super easy.",2025-04-11 22:38:49
4,"Came with friends and decent spot. The food was fresh and well-prepared. Service was good, no major complaints. Only thing I'd say is the bill came a bit slow at the end but the meal itself was excellent.",2024-11-06 11:51:19
5,"Came here on a recommendation and I get the hype now. The crew is so friendly, hostess greeted us right away. Menu selection is great, we ordered four different dishes and every single one was excellent. The music was a bit too loud for a proper conversation.",2024-11-15 16:19:23
3,Okay spot. The menu looks impressive but the execution was a bit hit or miss. The waiter was friendly. Food took longer than expected to arrive. Price is a bit steep for average food.,2025-03-31 19:18:12
1,"Been coming here for years and terrible experience. The staff were rude from the moment we walked in. Food was disgusting, clearly not fresh. The bathroom was filthy. Overpriced for awful quality. Avoid at all costs.",2025-02-10 16:50:11
4,"Visited on a long weekend and nice place with a great atmosphere. The decor is modern and the lighting is lovely. Food was delicious, especially the risotto. Slightly pricey but not unreasonable for the quality. Would have given 5 stars but the wait was long.",2024-12-03 12:57:28
1,"Absolute disaster of an evening. Food was disgusting, service was rude, restaurant was noisy and messy. Complained to the manager who couldn't care less. Never again.",2025-02-08 16:35:45
5,"Walked past and decided to try it, the hospitality here is second to none. From the moment we walked in the hostess made us feel welcome. Our waiter was knowledgeable and patient with our questions. Food was outstanding. Wine list is impressive.",2024-12-24 14:29:36
1,Shocking. We were seated then completely ignored for 30 minutes. The food was stale and badly presented. The restaurant was dirty and the staff were disinterested. Complete waste of money. Gets very crowded on weekends.,2024-12-18 17:36:57
2,Popped in after work and pretty disappointed. The food was bland and overpriced. Our waiter was slow and barely came to check on us. The restaurant looks great from the outside but the experience inside didn't match.,2024-12-14 11:34:15
4,Had lunch here and had a lovely meal here. The flavours were bold and the food was clearly well-made. Staff were helpful and polite. The atmosphere is really nice in the evening. Prices are fair. The parking situation is a nightmare though.,2024-11-30 15:50:31
5,"Tried it after seeing it online and came here on a recommendation and I get the hype now. The crew is so friendly, hostess greeted us right away. Menu selection is great, we ordered four different dishes and every single one was excellent.",2025-05-07 10:36:43
3,Made a reservation and it was fine. The food was decent and the staff were polite. Nothing wowed us but nothing went wrong either. The music was a bit loud for a conversation. Might go back if someone else suggests it.,2024-11-04 19:20:26
4,"Had a work dinner here and nice place with a great atmosphere. The decor is modern and the lighting is lovely. Food was delicious, especially the risotto. Slightly pricey but not unreasonable for the quality. The AC was blasting which made it quite cold.",2025-03-31 10:25:02
5,"Tried it after seeing it online and the food here is just outstanding. Tried the salmon and it was perfectly cooked, incredibly fresh. Service was fast and efficient. The interior is beautifully designed, very aesthetic. Tried the tasting menu and it was worth every penny.",2024-12-29 18:48:18
5,Visited on a long weekend and came for brunch and stayed way longer than planned because we were having such a good time. Staff were warm and attentive. The eggs benedict were incredible. Beautiful interior design. The music was a bit too loud for a proper conversation.,2025-04-28 22:26:14
1,"Came with friends and horrific experience. Found something in my food, staff completely dismissed the issue. The place was dirty and the service was nonexistent. Wasted money and left hungry. Stay away. Loved the outdoor seating area.",2025-03-05 12:17:17
2,"Walked past and decided to try it, expected better. The meal was mediocre at best. Overpriced for the quality. The server was polite but kept getting our order wrong. We had to repeat ourselves three times. Seating was comfortable and spacious.",2025-03-24 13:49:35
5,"The hospitality here is second to none. From the moment we walked in the hostess made us feel welcome. Our waiter was knowledgeable and patient with our questions. Food was outstanding. The location is perfect, easy to find.",2025-04-17 18:05:47
2,Been coming here for years and disappointing visit. The food was stale and the portion sizes were tiny for the price. The atmosphere is okay but the service was terrible. Felt ignored for most of the evening.,2024-12-03 12:09:34
5,Came here for my birthday and amazing place. The bartender made us the best cocktails and was super knowledgeable. Atmosphere was buzzing but not too loud. Food was delicious and came out quickly.,2025-03-12 20:24:10
4,"Enjoyed our evening here. The atmosphere is warm and inviting, nice music in the background. Food was flavourful and fresh. Service was attentive. Dessert menu was a bit limited.",2024-12-30 19:38:48
3,Had a work dinner here and so-so experience. Some positives - the food tasted fresh and the location is great. But the wait time was too long and the staff seemed disorganized. It has potential. Would have given 5 stars but the wait was long.,2024-11-14 15:51:40
4,Came with friends and really enjoyed this place. Great hospitality from the whole team. Food was tasty and came out hot. Nice interior design. Only small thing was they got my order slightly wrong but fixed it straight away. Desserts were incredible.,2024-12-16 21:07:09
3,Average experience. The food came out lukewarm which was disappointing. Staff were polite but it took a long time to get anyone's attention. The decor is nice. Hopefully just an off night. Tried the tasting menu and it was worth every penny.,2025-05-07 10:14:24
2,Disappointing visit. The food was stale and the portion sizes were tiny for the price. The atmosphere is okay but the service was terrible. Felt ignored for most of the evening. Loved the outdoor seating area.,2024-12-31 19:28:46
1,Absolutely dreadful. The server ignored us for 20 minutes after we sat down. The food was burnt and tasted awful. The manager was rude when we raised concerns. Total rip-off.,2024-11-21 12:56:56
1,"Had a work dinner here and do not go here. The food arrived cold and half-cooked. The waiter was rude when I asked for help. Waited ages for the bill, then were overcharged. Raised it and the response was aggressive.",2025-02-22 15:16:20
3,Came here for my birthday and decent meal. The starters were great but the mains were underwhelming. Staff were friendly enough. The restaurant was a bit cold. Overall okay but probably won't rush back. Can't wait to come back and try the other dishes.,2025-02-10 10:19:10
5,"Visited last week and the service here sets the bar. Our server was polite, fast, and genuinely seemed to enjoy their job. The meal was delicious from start to finish. Cozy seating and great music, not too loud. Desserts were incredible.",2025-03-23 14:18:07
3,Took my partner here and average experience. The food came out lukewarm which was disappointing. Staff were polite but it took a long time to get anyone's attention. The decor is nice. Hopefully just an off night.,2024-11-19 10:22:10
3,Not sure I'd go back. The food was fine but the service was really slow. We had to ask multiple times for our bill. The atmosphere is nice and the decor is lovely but the experience needs work. Would have given 5 stars but the wait was long.,2025-01-25 20:20:51
1,"Came here for my birthday and do not go here. The food arrived cold and half-cooked. The waiter was rude when I asked for help. Waited ages for the bill, then were overcharged. Raised it and the response was aggressive. Gets very crowded on weekends.",2025-01-09 19:14:35
5,"Incredible food and even better service. The chef clearly cares about quality, everything tasted fresh. Portion sizes are great for the price. The team were all friendly and helpful.",2024-11-05 22:55:18
2,Went here on a Tuesday night and really let down. Our server ignored us for long stretches and got the order wrong twice. The food that eventually arrived was okay but nothing special. The restaurant was dirty around the edges. Quieter on weekdays which I prefer.,2025-03-12 21:57:49
5,"Had a work dinner here and our waiter was brilliant, gave us great recommendations and wasn't pushy at all. The food matched every suggestion. Fresh, flavorful, well-presented. Great value. Lovely ambience. Tried the tasting menu and it was worth every penny.",2025-02-13 10:13:15
2,Made a reservation and not great. Waited over 45 minutes for our food with no explanation or apology. When it arrived it was barely warm. The staff seemed completely disinterested. The decor is nice but that's about it. Great spot for a date night.,2025-03-26 11:27:00
3,"Visited last week and had higher expectations based on the reviews. The food was fine but nothing memorable. Service was average, not rude but not particularly helpful either. The location is convenient.",2024-12-22 12:57:11
2,Came back for the third time and pretty disappointed. The food was bland and overpriced. Our waiter was slow and barely came to check on us. The restaurant looks great from the outside but the experience inside didn't match. The music was a bit too loud for a proper conversation.,2025-01-05 12:37:48
4,Took my family here and really enjoyed this place. Great hospitality from the whole team. Food was tasty and came out hot. Nice interior design. Only small thing was they got my order slightly wrong but fixed it straight away. The parking situation is a nightmare though.,2025-04-14 10:32:25
4,"Tried this place for the first time and good restaurant with a nice vibe. The selection on the menu is great, something for everyone. Food was delicious. Service was friendly. Took a star off because the restroom could use some attention. Great spot for a date night.",2025-03-31 13:21:27
5,"Popped in after work and the service here sets the bar. Our server was polite, fast, and genuinely seemed to enjoy their job. The meal was delicious from start to finish. Cozy seating and great music, not too loud. Booked online which was super easy.",2024-11-24 15:32:10
5,"Our waiter was brilliant, gave us great recommendations and wasn't pushy at all. The food matched every suggestion. Fresh, flavorful, well-presented. Great value. Lovely ambience. Can't wait to come back and try the other dishes.",2025-03-05 13:45:54
5,"Took my partner here and everything was perfect. Our waitress was attentive and professional without hovering. The burger was juicy and fresh, fries crispy. Reasonable price for the quality. Really clean restaurant too. Booked online which was super easy.",2024-12-22 22:11:08
3,"It was okay. Food was decent, nothing special but not bad either. Service was a bit slow and the waiter seemed disinterested at times. The atmosphere is nice though, good location. The cocktail menu is fantastic.",2024-12-15 20:16:10
2,Had lunch here and not great. Waited over 45 minutes for our food with no explanation or apology. When it arrived it was barely warm. The staff seemed completely disinterested. The decor is nice but that's about it.,2025-03-10 18:04:15
4,Had lunch here and really good experience overall. Food was tasty and the service was friendly. The wait was a bit long for our mains but the waiter apologized and checked in on us. Would come back for sure. The cocktail menu is fantastic.,2025-04-25 21:26:25
3,"Tried the new menu and mixed feelings. Some dishes were really good, others were just mediocre. Service was inconsistent. Nice atmosphere. I think on a better night it could be excellent but this visit was just okay. Seating was comfortable and spacious.",2025-01-01 14:20:49
3,"Tried it after seeing it online and had higher expectations based on the reviews. The food was fine but nothing memorable. Service was average, not rude but not particularly helpful either. The location is convenient. Will definitely be recommending to friends.",2024-12-19 11:50:40
5,"Came here for my birthday and best dining experience I've had in years. The atmosphere was cozy and warm, lighting was just right. Our server was polite and helpful with recommendations. The pasta was fresh and the portions were generous. Quieter on weekdays which I prefer.",2024-11-16 15:12:59
5,"The food here is just outstanding. Tried the salmon and it was perfectly cooked, incredibly fresh. Service was fast and efficient. The interior is beautifully designed, very aesthetic. Desserts were incredible.",2024-12-18 14:57:59
2,Made a reservation and expected better. The meal was mediocre at best. Overpriced for the quality. The server was polite but kept getting our order wrong. We had to repeat ourselves three times. The parking situation is a nightmare though.,2025-03-28 18:18:12
2,"Walked past and decided to try it, had a bad experience. The food was cold when it arrived and the manager was unapologetic when we brought it up. Staff seemed untrained and disorganized. Expected much more based on the price. Loved the outdoor seating area.",2024-12-11 15:24:09
2,Came back for the third time and not what I hoped for. The waiter was rude and dismissive when I raised an issue with my food. The meal itself was bland and overcooked. The place looked cleaner in photos. Tried the tasting menu and it was worth every penny.,2025-01-06 13:28:03
5,"Walked past and decided to try it, best dining experience I've had in years. The atmosphere was cozy and warm, lighting was just right. Our server was polite and helpful with recommendations. The pasta was fresh and the portions were generous. The cocktail menu is fantastic.",2024-12-07 19:05:53
1,"Went here on a Tuesday night and absolute disaster of an evening. Food was disgusting, service was rude, restaurant was noisy and messy. Complained to the manager who couldn't care less. Never again. The parking situation is a nightmare though.",2025-01-31 15:56:24
4,Tried the new menu and really good experience overall. Food was tasty and the service was friendly. The wait was a bit long for our mains but the waiter apologized and checked in on us. Would come back for sure. The AC was blasting which made it quite cold.,2024-11-19 10:01:11
5,"Stopped in on a whim and fantastic experience all around. The reservation process was easy, they remembered my dietary requirements. Food was spectacular. Clean, well-designed space. Worth every penny. Would have given 5 stars but the wait was long.",2025-04-08 14:48:04
2,Visited last week and not great. Waited over 45 minutes for our food with no explanation or apology. When it arrived it was barely warm. The staff seemed completely disinterested. The decor is nice but that's about it. Quieter on weekdays which I prefer.,2024-11-30 20:27:05
2,"Not what I hoped for. The waiter was rude and dismissive when I raised an issue with my food. The meal itself was bland and overcooked. The place looked cleaner in photos. The location is perfect, easy to find.",2025-03-08 16:35:56
4,Good overall. The team was friendly and the food came out at a good pace. The meal was tasty and well-presented. My only gripe is that it was a bit cold near the door where we were seated. The bread basket alone was worth the visit.,2025-04-15 14:20:45
4,"Enjoyed our evening here. The atmosphere is warm and inviting, nice music in the background. Food was flavourful and fresh. Service was attentive. Dessert menu was a bit limited. Loved the outdoor seating area.",2025-01-09 18:15:04
5,"Stopped in on a whim and went here for my anniversary and they made it so special. The manager came over to greet us, the team was on point all night. Delicious food, great value for the quality. Couldn't fault a thing. Wine list is impressive.",2025-01-23 19:06:17
4,Lovely restaurant. The team clearly take pride in their work. Our server was friendly and efficient. Chicken dish was perfectly cooked. Parking was a bit of a pain but the food made up for it. Booked online which was super easy.,2025-01-02 13:28:42
4,"Had lunch here and good restaurant with a nice vibe. The selection on the menu is great, something for everyone. Food was delicious. Service was friendly. Took a star off because the restroom could use some attention. The parking situation is a nightmare though.",2025-04-04 21:16:04
1,Went here on a Tuesday night and one of the worst meals I've had. The food was raw in the middle and when I complained the waiter was dismissive and unprofessional. Waited over an hour. Will never go back. Loved the outdoor seating area.,2025-05-08 10:18:31
1,"Terrible experience. The staff were rude from the moment we walked in. Food was disgusting, clearly not fresh. The bathroom was filthy. Overpriced for awful quality. Avoid at all costs.",2025-02-22 16:50:59
1,"Tried it after seeing it online and terrible experience. The staff were rude from the moment we walked in. Food was disgusting, clearly not fresh. The bathroom was filthy. Overpriced for awful quality. Avoid at all costs. Tried the tasting menu and it was worth every penny.",2024-12-31 19:44:34
1,"Been coming here for years and absolute disaster of an evening. Food was disgusting, service was rude, restaurant was noisy and messy. Complained to the manager who couldn't care less. Never again. Desserts were incredible.",2025-02-10 22:13:04
3,Made a reservation and decent meal. The starters were great but the mains were underwhelming. Staff were friendly enough. The restaurant was a bit cold. Overall okay but probably won't rush back. The lunch menu is better value than dinner.,2025-05-10 17:21:38
5,Amazing place. The bartender made us the best cocktails and was super knowledgeable. Atmosphere was buzzing but not too loud. Food was delicious and came out quickly. The parking situation is a nightmare though.,2024-11-13 19:05:40
5,"Took my partner here and the service here sets the bar. Our server was polite, fast, and genuinely seemed to enjoy their job. The meal was delicious from start to finish. Cozy seating and great music, not too loud. Perfect for a family meal.",2025-02-17 20:42:37
3,Visited last week and decent meal. The starters were great but the mains were underwhelming. Staff were friendly enough. The restaurant was a bit cold. Overall okay but probably won't rush back. The parking situation is a nightmare though.,2024-12-02 22:20:13
5,"Fantastic experience all around. The reservation process was easy, they remembered my dietary requirements. Food was spectacular. Clean, well-designed space. Worth every penny.",2024-11-28 10:27:53
4,"Had a work dinner here and decent spot. The food was fresh and well-prepared. Service was good, no major complaints. Only thing I'd say is the bill came a bit slow at the end but the meal itself was excellent.",2024-12-05 22:44:18
5,The hospitality here is second to none. From the moment we walked in the hostess made us feel welcome. Our waiter was knowledgeable and patient with our questions. Food was outstanding. Quieter on weekdays which I prefer.,2024-11-27 14:53:11
1,"Took my partner here and terrible experience. The staff were rude from the moment we walked in. Food was disgusting, clearly not fresh. The bathroom was filthy. Overpriced for awful quality. Avoid at all costs. Gets very crowded on weekends.",2025-04-11 11:04:17
3,"Came back for the third time and mixed feelings. Some dishes were really good, others were just mediocre. Service was inconsistent. Nice atmosphere. I think on a better night it could be excellent but this visit was just okay. Wine list is impressive.",2025-05-06 12:48:17
2,Been coming here for years and had a bad experience. The food was cold when it arrived and the manager was unapologetic when we brought it up. Staff seemed untrained and disorganized. Expected much more based on the price. The music was a bit too loud for a proper conversation.,2025-04-04 11:16:30
4,"Took my family here and great spot for a date night. Lovely atmosphere and very cozy. The food was delicious, the pasta in particular. Service was a bit slow to start but picked up. Would go back and try more of the menu. Desserts were incredible.",2025-04-03 17:13:54
1,"Absolute disaster of an evening. Food was disgusting, service was rude, restaurant was noisy and messy. Complained to the manager who couldn't care less. Never again. Tried the tasting menu and it was worth every penny.",2025-01-18 17:16:32
4,"Nice place with a great atmosphere. The decor is modern and the lighting is lovely. Food was delicious, especially the risotto. Slightly pricey but not unreasonable for the quality. Great spot for a date night.",2025-02-26 14:09:12
4,Had lunch here and good food and good service. The place was quite full when we arrived but we were seated quickly. Waiter was polite and checked in regularly. The steak was cooked to perfection. Slightly steep pricing. The AC was blasting which made it quite cold.,2025-03-09 13:39:22
3,Had lunch here and not sure I'd go back. The food was fine but the service was really slow. We had to ask multiple times for our bill. The atmosphere is nice and the decor is lovely but the experience needs work. Seating was comfortable and spacious.,2024-12-29 18:27:50
5,"Incredible food and even better service. The chef clearly cares about quality, everything tasted fresh. Portion sizes are great for the price. The team were all friendly and helpful. The parking situation is a nightmare though.",2025-01-26 21:50:46
4,"Great spot for a date night. Lovely atmosphere and very cozy. The food was delicious, the pasta in particular. Service was a bit slow to start but picked up. Would go back and try more of the menu.",2024-11-22 10:27:05
4,Visited on a long weekend and really enjoyed this place. Great hospitality from the whole team. Food was tasty and came out hot. Nice interior design. Only small thing was they got my order slightly wrong but fixed it straight away. Loved the outdoor seating area.,2024-11-22 10:12:55
5,Amazing place. The bartender made us the best cocktails and was super knowledgeable. Atmosphere was buzzing but not too loud. Food was delicious and came out quickly. The cocktail menu is fantastic.,2025-01-16 13:07:09
2,Made a reservation and had a bad experience. The food was cold when it arrived and the manager was unapologetic when we brought it up. Staff seemed untrained and disorganized. Expected much more based on the price.,2025-01-19 12:52:35
2,Disappointing visit. The food was stale and the portion sizes were tiny for the price. The atmosphere is okay but the service was terrible. Felt ignored for most of the evening. Perfect for a family meal.,2024-11-23 19:07:20
5,"Came with friends and best dining experience I've had in years. The atmosphere was cozy and warm, lighting was just right. Our server was polite and helpful with recommendations. The pasta was fresh and the portions were generous. Desserts were incredible.",2025-02-12 15:32:02
4,"Good restaurant with a nice vibe. The selection on the menu is great, something for everyone. Food was delicious. Service was friendly. Took a star off because the restroom could use some attention. Wine list is impressive.",2025-03-03 18:39:22
5,"Walked past and decided to try it, fantastic experience all around. The reservation process was easy, they remembered my dietary requirements. Food was spectacular. Clean, well-designed space. Worth every penny. The AC was blasting which made it quite cold.",2024-11-12 21:20:44
3,Okay spot. The menu looks impressive but the execution was a bit hit or miss. The waiter was friendly. Food took longer than expected to arrive. Price is a bit steep for average food. The cocktail menu is fantastic.,2024-12-24 22:51:40
3,"Mixed feelings. Some dishes were really good, others were just mediocre. Service was inconsistent. Nice atmosphere. I think on a better night it could be excellent but this visit was just okay. Quieter on weekdays which I prefer.",2025-05-03 17:10:38
4,"Tried the new menu and enjoyed our evening here. The atmosphere is warm and inviting, nice music in the background. Food was flavourful and fresh. Service was attentive. Dessert menu was a bit limited. Great spot for a date night.",2025-05-06 18:54:51
3,Came back for the third time and it was fine. The food was decent and the staff were polite. Nothing wowed us but nothing went wrong either. The music was a bit loud for a conversation. Might go back if someone else suggests it. The parking situation is a nightmare though.,2024-11-05 19:37:22
5,"Took my family here and incredible food and even better service. The chef clearly cares about quality, everything tasted fresh. Portion sizes are great for the price. The team were all friendly and helpful. Quieter on weekdays which I prefer.",2024-11-12 11:34:20
2,Tried the new menu and disappointing visit. The food was stale and the portion sizes were tiny for the price. The atmosphere is okay but the service was terrible. Felt ignored for most of the evening. Desserts were incredible.,2025-02-01 12:35:21
2,Not what I hoped for. The waiter was rude and dismissive when I raised an issue with my food. The meal itself was bland and overcooked. The place looked cleaner in photos.,2024-11-26 21:35:18
5,"Went here for my anniversary and they made it so special. The manager came over to greet us, the team was on point all night. Delicious food, great value for the quality. Couldn't fault a thing. Would have given 5 stars but the wait was long.",2025-02-17 13:40:10
5,"Had a work dinner here and went here for my anniversary and they made it so special. The manager came over to greet us, the team was on point all night. Delicious food, great value for the quality. Couldn't fault a thing.",2024-11-24 17:25:27
1,"Tried the new menu and absolute disaster of an evening. Food was disgusting, service was rude, restaurant was noisy and messy. Complained to the manager who couldn't care less. Never again. The bread basket alone was worth the visit.",2025-02-06 15:37:41
